from	to	score
SDHA	UQCRFS1	987
SDHB	ATP5F1A	925
SDHB	COX4I1	925
SDHB	NDUFA6	964
SDHB	NDUFS1	971
SDHB	SDHAF1	971
SDHB	SDHD	999
SDHB	SUCLA2	986
SDHB	SUCLG1	999
SDHD	SUCLA2	961
SDHD	SUCLG1	979
SEC24C	SEC31A	996
SEC24D	SEC24C	987
SEC24D	SEC31A	994
SEC24D	STX5	937
SELENOI	PCYT2	976
SELENOI	PLAAT3	901
SEMA3A	LIMK1	929
SEMA3A	PLXND1	920
SEMA3E	PLXND1	999
SEPSECS	SARS2	901
SET	PPP2CA	944
SET	PTPA	912
SETD1A	AGO1	926
SETD1A	BPTF	972
SETD1A	HCFC1	999
SETD1A	KDM1A	905
SETD1A	KDM6A	902
SETD1A	KMT2E	945
SETD1A	TNRC6B	901
SETD2	POLR2A	999
SETX	EXOSC9	966
SETX	POLR2A	991
SETX	SCAF4	912
SGCE	DAG1	984
SHH	CDON	999
SHH	FGF8	969
SHH	GAS1	999
SHH	GLI2	997
SHH	GPC3	995
SHH	HHAT	973
SHH	MAP2K1	932
SHH	PSMD12	900
SHH	PTCH1	999
SHH	STIL	926
SHMT2	DHFR	981
SHMT2	GLDC	991
SHMT2	MTHFR	983
SHMT2	MTR	972
SHMT2	PSPH	986
SHMT2	SARDH	983
SHOC2	HRAS	997
SHOC2	NRAS	980
SHOC2	PPP1CB	972
SHOC2	PPP2CA	921
SHOC2	PPP3CA	918
SHQ1	DKC1	999
SIGMAR1	ITPR1	963
SIGMAR1	KCNA2	968
SIGMAR1	KCNA4	906
SIGMAR1	LBR	922
SIGMAR1	NSDHL	927
SIK1	STRADA	915
SIK1	YWHAG	915
SIN3A	BDNF	931
SIN3A	MECP2	999
SIN3A	SMARCA4	980
SIN3A	SNAI2	939
SIN3A	TNRC6B	900
SIX3	PAX6	957
SKI	SIN3A	986
SLC12A5	GRIK2	913
SLC18A2	CASK	902
SLC18A2	DDC	928
SLC18A2	SNCA	954
SLC18A2	TH	937
SLC1A2	AQP4	984
SLC25A20	CPT1C	989
SLC25A20	CPT2	997
SLC25A3	ATP5F1A	957
SLC25A3	UQCRFS1	907
SLC25A4	ATP5F1A	983
SLC25A4	BCS1L	944
SLC25A4	HSPD1	911
SLC25A4	TOMM40	925
SLC25A4	TOMM7	904
SLC2A3	MECP2	909
SLC32A1	GAD1	997
SLC32A1	GPHN	916
SLC32A1	SLC18A2	941
SLC32A1	SLC18A3	976
SLC32A1	SYT1	952
SLC32A1	VAMP2	918
SLC3A1	CAMKMT	907
SLC3A1	PPM1B	906
SLC3A1	PREPL	916
SLC5A7	SLC18A3	940
SLC6A1	GABRD	905
SLC6A19	CLTRN	929
SLC6A3	SLC18A2	963
SLC6A3	SNCA	999
SLC6A3	TH	911
SMAD4	AR	995
SMAD4	BMP2	989
SMAD4	BMPR1A	968
SMAD4	CDK8	942
SMAD4	CTNNB1	999
SMAD4	FOXH1	999
SMAD4	HMGA2	952
SMAD4	NUP214	975
SMAD4	PBX1	901
SMAD4	SIN3A	932
SMAD4	SKI	999
SMAD4	TGFBR2	991
SMAD4	VDR	955
SMAD4	ZNF423	973
SMARCA2	ARID1A	999
SMARCA2	ARID1B	998
SMARCA2	ARID2	995
SMARCA2	BICRA	950
SMARCA2	DPF2	977
SMARCA2	POLR2A	970
SMARCA2	RB1	938
SMARCA2	SIN3A	900
SMARCA2	SMARCA4	987
SMARCA2	SMARCC2	999
SMARCA2	SMARCD1	998
SMARCA2	SMARCE1	999
SMARCA4	DPF2	998
SMARCA4	MPZ	905
SMARCA4	PAX6	985
SMARCA4	POLR2A	997
SMARCA4	VDR	915
SMARCB1	ACTB	954
SMARCB1	ARID1A	999
SMARCB1	ARID1B	998
SMARCB1	ARID2	997
SMARCB1	BICRA	952
SMARCB1	DPF2	996
SMARCB1	KMT2B	903
SMARCB1	NF1	950
SMARCB1	POLR2A	988
SMARCB1	SIN3A	910
SMARCB1	SMARCA2	999
SMARCB1	SMARCA4	999
SMARCB1	SMARCC2	999
SMARCB1	SMARCD1	999
SMARCB1	SMARCE1	999
SMARCB1	XPC	973
SMARCC2	ACTB	990
SMARCC2	ARID1A	999
SMARCC2	ARID1B	998
SMARCC2	ARID2	995
SMARCC2	BAZ1B	984
SMARCC2	BICRA	939
SMARCC2	BPTF	902
SMARCC2	DPF2	996
SMARCC2	NF1	906
SMARCC2	POLR2A	929
SMARCC2	SMARCA4	999
SMARCC2	SMARCD1	999
SMARCC2	SMARCE1	999
SMARCC2	VDR	906
SMARCD1	BICRA	985
SMARCD1	DPF2	996
SMARCD1	POLR2A	916
SMARCD1	SMARCA4	999
SMARCD1	VDR	969
SMARCE1	ACTB	992
SMARCE1	ARID1B	997
SMARCE1	ARID2	997
SMARCE1	BAZ1B	947
SMARCE1	BICRA	945
SMARCE1	DPF2	996
SMARCE1	NF1	919
SMARCE1	POLR2A	920
SMARCE1	SMARCA4	999
SMARCE1	SMARCD1	999
SMARCE1	VDR	909
SMC1A	HDAC8	988
SMC1A	MRE11	958
SMC1A	NSMCE3	924
SMC1A	RAD50	973
SMC1A	SMC3	999
SMC1A	STAG1	999
SMC3	DDX11	931
SMC3	HDAC8	993
SMC3	RAD50	988
SMC3	STAG1	999
SMPD1	ASAH1	956
SMPD1	PTPN11	900
SMPD1	SMPD4	937
SMPD1	SOS1	900
SNAI2	KDM1A	994
SNAP25	CACNA1C	955
SNAP25	CACNA1D	931
SNAP25	CACNA2D2	910
SNAP25	CASK	951
SNAP25	CPLX1	999
SNAP25	GNAI1	926
SNAP25	INS	944
SNAP25	NAPB	961
SNAP25	PRRT2	992
SNAP25	RAB3GAP2	937
SNAP25	STXBP1	999
SNAP25	SYT1	999
SNAP25	SYT2	979
SNAP25	VAMP1	962
SNAP25	VAMP2	999
SNAP29	COG6	936
SNAP29	GOSR2	901
SNAP29	NAPB	958
SNAP29	SNAP25	939
SNAP29	STX1A	995
SNAP29	STX5	969
SNAP29	VAMP2	978
SNCA	CAPN1	922
SNCA	CRYAB	928
SNCA	HTT	929
SNCA	MAPT	988
SNCA	PARK7	998
SNCA	PINK1	970
SNCA	PPP2R5D	900
SNCA	PRKN	999
SNCA	PRNP	919
SNCA	SIAH1	984
SNCA	TH	992
SNCA	TOR1A	956
SNCAIP	PRKN	998
SNCAIP	SIAH1	973
SNCAIP	SNCA	999
SNIP1	CDC40	951
SNIP1	CWC27	996
SNIP1	DHX16	996
SNIP1	RNF113A	996
SNIP1	SMAD4	964
SNIP1	SRRM2	997
SNIP1	WBP4	903
SOD1	FLNA	904
SOD1	GPX4	918
SOD1	KARS1	982
SOD1	MDH1	958
SOD1	NEFL	908
SOD1	PARK7	969
SOD1	TTN	908
SORL1	APP	999
SORL1	PACS1	947
SORL1	VPS35	964
SOS1	BDNF	911
SOS1	FGFR1	938
SOS1	GDNF	901
SOS1	GNB1	906
SOS1	HRAS	999
SOS2	HRAS	989
SOS2	KRAS	962
SOS2	NRAS	951
SOS2	PTPN11	955
SOS2	RAC1	936
SOX10	HERC1	941
SOX10	MPZ	973
SOX10	PMP22	951
SOX10	SMARCA4	988
SOX2	AGO1	910
SOX2	CHD7	995
SOX2	CTNNB1	996
SOX2	EYA1	977
SOX2	MECP2	919
SOX2	PAX6	995
SOX2	TNRC6B	900
SOX4	CTNNB1	955
SOX4	EZH2	908
SOX9	COL2A1	908
SOX9	CTNNB1	996
SOX9	EP300	991
SOX9	MAF	967
SOX9	NONO	943
SPARC	COL1A2	990
SPARC	ERBB4	904
SPEN	KDM1A	916
SPG11	AP5Z1	967
SPG7	PMPCA	939
SPOP	GAN	923
SPOP	GLI2	997
SPR	DHFR	972
SPR	GCH1	928
SPR	MCEE	916
SPR	PAH	979
SPR	PRKG2	903
SPR	PTS	975
SPR	QDPR	982
SPR	TH	968
SPRED1	HRAS	960
SPRED1	NF1	997
SPRED1	PSMD12	900
SPRED2	HRAS	943
SPRED2	NF1	908
SPRY4	HRAS	949
SPTAN1	ACTN2	922
SPTAN1	CAPN1	971
SPTAN1	HRAS	922
SPTAN1	SPTBN2	962
SPTBN1	HRAS	925
SPTBN1	NRAS	920
SPTBN1	SPTAN1	999
SPTBN1	TGFBR2	923
SPTBN4	ANK3	998
SPTBN4	HRAS	905
SPTBN4	NFASC	979
SPTBN4	NRAS	905
SPTBN4	NRCAM	900
SPTBN4	SCN8A	906
SPTBN4	SPTBN2	916
SPTLC1	SPTSSA	994
SPTLC1	ZDHHC9	906
SPTSSA	ZDHHC9	917
SQSTM1	IKBKG	978
SRCAP	BPTF	902
SRCAP	EP300	941
SRCAP	TRRAP	976
SRD5A3	CYP11B2	917
SRD5A3	DOLK	985
SRRM2	CDC40	996
SRRM2	CWC27	993
SRRM2	DHX16	996
SRRM2	PPIL1	985
SRRM2	RNF113A	993
SRRM2	WBP4	904
SSR4	DDOST	962
ST3GAL3	B4GALT1	955
ST3GAL3	NOTCH1	900
ST3GAL3	NOTCH3	903
STAC3	CACNA1S	981
STAC3	RYR1	958
STAG2	CTCF	991
STAG2	HDAC8	959
STAG2	NIPBL	987
STAG2	NSMCE3	910
STAG2	RAD21	999
STAG2	SMC1A	999
STAG2	SMC3	999
STAG2	STAG1	988
STAMBP	CHMP1A	992
STAT3	AR	995
STAT3	BDNF	951
STAT3	DNMT1	992
STAT3	EZH2	985
STAT3	FGFR3	971
STAT3	KIT	962
STAT3	MAP2K1	965
STAT3	MTOR	994
STAT3	NDN	912
STAT3	NDUFA13	994
STAT3	NOTCH1	902
STAT3	NTRK2	938
STAT3	PDGFB	936
STAT3	PTPN11	968
STAT3	RAC1	958
STAT3	SOX2	968
STIL	WDR62	919
STIM1	ORAI1	999
STN1	ACD	907
STN1	CTC1	999
STN1	XPA	930
STT3A	DDOST	999
STT3B	DDOST	999
STT3B	SSR4	928
STUB1	AR	989
STUB1	ATXN3	990
STUB1	LRRK2	909
STUB1	MAPT	935
STUB1	NHLRC1	938
STUB1	PRKN	975
STUB1	PTEN	979
STUB1	SNCA	978
STUB1	TP53	966
STX1A	ABCC8	966
STX1A	ALDH3A2	900
STX1A	CACNA1B	994
STX1A	CACNA1C	945
STX1A	CACNA1D	964
STX1A	CACNA2D2	904
STX1A	CASK	933
STX1A	CPLX1	999
STX1A	CYB5A	908
STX1A	EMD	962
STX1A	GNAI1	904
STX1A	INS	948
STX1A	KCNA1	963
STX1A	KCNB1	996
STX1A	NAPB	937
STX1A	RAB3GAP2	915
STX1A	SLC6A3	966
STX1A	SNAP25	999
STX1A	STX5	980
STX1A	STXBP1	999
STX1A	SYT1	999
STX1A	VAMP1	975
STX1A	VAMP2	999
STX1A	VAPB	914
STX1B	CPLX1	902
STX1B	NAPB	962
STX1B	SNAP25	994
STX1B	SNAP29	936
STX1B	STXBP1	998
STX1B	SYT1	900
STX1B	VAMP1	976
STX1B	VAMP2	990
STX5	ALDH3A2	900
STX5	COG4	997
STX5	COG6	963
STX5	CYB5A	900
STX5	EMD	902
STX5	GOLGA2	972
STX5	NAPB	966
STX5	SEC24C	946
STX5	STXBP1	901
STX5	VAMP2	967
STXBP1	CACNA2D2	930
STXBP1	CASK	925
STXBP1	INS	938
STXBP1	RAB27A	905
STXBP1	UNC13A	960
SUCLA2	NDUFS1	934
SUCLA2	SUCLG1	999
SUCLG1	ATP5F1A	930
SUFU	GLI2	999
SUFU	KIF7	980
SUFU	MKS1	908
SUFU	RPGRIP1L	923
SUFU	SIN3A	917
SUFU	SPOP	915
SUMF1	ARSI	974
SUPT16H	ARID1A	954
SUPT16H	BAZ1B	962
SUPT16H	CHD1	967
SUPT16H	CSNK2A1	981
SUPT16H	CSNK2B	992
SUPT16H	H4C5	973
SUPT16H	POLR2A	972
SUPT16H	SMARCA4	981
SUPT16H	SMARCC2	961
SUPT16H	SMARCD1	917
SUPT16H	SMARCE1	941
SUPT16H	TP53	956
SUPT16H	VDR	901
SURF1	SCO2	907
SUZ12	ASXL1	962
SUZ12	BAP1	939
SUZ12	DNMT1	911
SUZ12	EZH2	999
SUZ12	JARID2	999
SUZ12	KDM1A	919
SUZ12	KDM6A	979
SUZ12	PCGF2	962
SUZ12	POLR2A	922
SUZ12	RNF2	991
SUZ12	TBL1XR1	916
SUZ12	UBAP2L	908
SVBP	TUBB2A	900
SYNE1	EMD	963
SYNE1	LMNA	993
SYNE1	MUSK	940
SYNE2	EMD	981
SYNE2	LMNA	983
SYNE2	SYNE1	930
SYNE2	TMEM67	951
SYNGAP1	GRIN2B	982
SYNGAP1	HRAS	958
SYNGAP1	MPDZ	949
SYNJ1	CLTC	911
SYT1	CASK	929
SYT1	CPLX1	997
SYT1	NRXN1	942
SYT1	PSEN1	913
SYT1	SLC18A3	908
SYT1	STXBP1	927
SYT1	SV2A	984
SYT1	VAMP2	999
TAF1	GTF2H5	903
TAF1	KMT2A	958
TAF2	ERCC2	902
TAF2	GTF2H5	922
TAF2	TAF1	999
TAF2	TAF6	999
TAF2	TBP	999
TAF4	CHD8	908
TAF4	ERCC2	902
TAF4	ERCC3	921
TAF4	GTF2E2	940
TAF4	GTF2H5	921
TAF4	HCFC1	914
TAF4	HTT	988
TAF4	KANSL1	902
TAF4	KMT2A	904
TAF4	RNF2	901
TAF4	TAF1	999
TAF4	TAF15	909
TAF4	TAF2	999
TAF4	TAF6	999
TAF4	TAF8	999
TAF4	TBP	999
TAF4	TP53	921
TAF4	TRRAP	982
TAF6	GTF2H5	908
TAF6	KMT2A	958
TAF6	TAF1	999
TAF8	ERCC2	902
TAF8	GTF2H5	916
TAF8	TAF1	999
TAF8	TAF2	999
TAF8	TAF6	999
TAF8	TBP	999
TAOK1	ATM	917
TARDBP	ATXN2	945
TARDBP	CHCHD10	908
TARDBP	FMR1	924
TARDBP	FUS	985
TARDBP	HNRNPA1	987
TARDBP	HNRNPC	984
TARDBP	HNRNPH1	988
TARDBP	HNRNPK	972
TARDBP	MATR3	994
TARDBP	PRKN	947
TARDBP	TAF15	970
TARDBP	U2AF2	917
TARDBP	VCP	943
TARS1	VARS2	909
TARS2	IARS1	939
TARS2	YARS1	944
TBCD	TBCE	999
TBCD	TUBB2A	961
TBK1	DDX3X	998
TBK1	IKBKG	999
TBK1	OPTN	999
TBK1	PTPN11	939
TBK1	SQSTM1	978
TBP	ATXN7	900
TBP	BRF1	999
TBP	GTF2H5	990
TBP	POLR2A	999
TBP	TAF1	999
TBP	TAF15	930
TBP	TAF6	999
TBR1	SATB2	937
TCF4	TBL1XR1	939
TCN2	CBL	984
TCTN1	CC2D2A	972
TCTN1	CEP290	949
TCTN1	TMEM216	963
TCTN1	TMEM67	972
TCTN2	AHI1	945
TCTN2	CC2D2A	977
TCTN2	CEP290	952
TCTN2	MKS1	957
TCTN2	TCTN1	915
TCTN2	TMEM107	944
TCTN2	TMEM216	972
TCTN2	TMEM67	979
TDP1	TDP2	942
TEFM	POLRMT	985
TELO2	ATM	976
TELO2	MTOR	993
TELO2	TRRAP	966
TELO2	TTI1	999
TERT	ACD	932
TERT	CTNNB1	997
TERT	DKC1	999
TERT	HNRNPC	945
TERT	MTOR	958
TERT	POLR2A	919
TERT	PPP2R5D	900
TERT	RTEL1	933
TERT	SMARCA4	999
TFE3	SMAD4	955
TFG	SEC31A	971
TFG	TPM3	919
TG	TPO	929
TGFB1	CSNK2B	902
TGFB1	CTNNB1	961
TGFB1	EP300	932
TGFB1	ITGB6	961
TGFB1	LRRC32	913
TGFB1	LTBP4	925
TGFB1	MAP3K7	940
TGFB1	NEDD4L	907
TGFB1	OCLN	937
TGFB1	PLG	958
TGFB1	PPP2R5D	900
TGFB1	SMAD4	985
TGFB1	SPTBN1	910
TGFB1	STAT3	963
TGFB1	TGFB3	906
TGFB1	TGFBR2	999
TGFB3	CTNNB1	950
TGFB3	MAP3K7	932
TGFB3	NEDD4L	907
TGFB3	OCLN	936
TGFB3	PPP2R5D	900
TGFB3	SMAD4	971
TGFB3	SPTBN1	902
TGFB3	TGFBR2	999
TGFBR2	CSNK2B	908
TGFBR2	MAP3K7	940
TGFBR2	NEDD4L	912
TGFBR2	PPP2R5D	911
TGIF1	SIN3A	968
TGIF1	SMAD4	935
TH	DBH	945
TH	DDC	992
TH	DHFR	917
TH	PPP2R5D	910
THOC2	GLI2	932
THOC2	MCM3AP	908
TIAM1	CDC42	992
TIAM1	EFL1	926
TIAM1	HRAS	972
TIAM1	NRAS	944
TIAM1	PRKCZ	974
TIAM1	RAC1	995
TIMM22	AGK	997
TIMM22	ATP5F1A	906
TIMM22	BCS1L	922
TIMM22	HSPD1	943
TIMM22	SDHD	921
TIMM22	TOMM40	984
TIMM22	TOMM7	974
TIMM8A	CHCHD10	922
TIMM8A	CHCHD2	930
TIMM8A	SLC25A12	933
TIMM8A	TOMM40	950
TIMMDC1	NDUFA13	974
TINF2	ACD	999
TINF2	CTC1	958
TINF2	DKC1	946
TINF2	RTEL1	910
TINF2	TERT	918
TK2	DTYMK	951
TK2	ENTPD1	903
TK2	PNP	911
TKT	FBP1	962
TMEM107	MKS1	920
TMEM107	TMEM216	943
TMEM126B	NDUFA13	997
TMEM126B	TIMMDC1	999
TMEM216	CEP290	968
TMEM216	TCTN3	958
TMEM231	AHI1	930
TMEM231	B9D1	991
TMEM231	CC2D2A	951
TMEM231	CEP290	926
TMEM231	MKS1	957
TMEM231	TCTN1	956
TMEM231	TCTN2	973
TMEM231	TMEM107	926
TMEM231	TMEM216	964
TMEM231	TMEM67	973
TMEM43	EMD	907
TMEM67	CC2D2A	991
TMEM67	CEP290	985
TMEM67	TCTN3	941
TMEM67	TMEM216	987
TNNC2	NEB	976
TNNC2	TNNT1	971
TNNC2	TTN	976
TNRC6B	CHD1	909
TNRC6B	KMT2A	911
TOMM40	BCS1L	927
TOMM40	TIMM50	994
TOMM7	ATP5F1A	912
TOMM7	BCS1L	909
TOMM7	HSPD1	907
TOMM7	PINK1	958
TOMM7	TIMM50	928
TOMM7	TIMM8A	906
TOMM7	TOMM40	999
TOPORS	SIN3A	934
TP53	AGO1	959
TP53	ARID1A	972
TP53	ATG7	972
TP53	ATM	999
TP53	ATRX	960
TP53	BDNF	948
TP53	BRCA2	989
TP53	CHD3	941
TP53	CHD4	944
TP53	CHD8	929
TP53	CHEK2	998
TP53	CSNK2B	972
TP53	DHCR24	959
TP53	DNA2	942
TP53	DNMT1	993
TP53	EHMT1	965
TP53	EZH2	923
TP53	FBXO11	946
TP53	GATAD2B	913
TP53	H1-4	921
TP53	HMGA2	977
TP53	HNF4A	917
TP53	HNRNPK	994
TP53	HRAS	938
TP53	HTT	997
TP53	KAT6A	961
TP53	KDM1A	989
TP53	MRE11	966
TP53	NDN	999
TP53	PARK7	936
TP53	PLAGL1	969
TP53	PPP2R1A	949
TP53	PTEN	999
TP53	RAD50	926
TP53	RNF2	907
TP53	SCO2	961
TP53	SIK1	921
TP53	SIN3A	986
TP53	SLC2A1	925
TP53	SMARCA4	997
TP53	SMARCD1	985
TP53	SMN1	908
TP53	SNAI2	957
TP53	TAF1	991
TP53	TAF15	904
TP53	TAF2	908
TP53	TAF6	971
TP53	TBP	999
TP53	TERT	984
TP53	TNRC6B	909
TP53	TOPORS	974
TP53	TP53RK	995
TP53	TRRAP	921
TP53	UCHL1	971
TP53	USP7	999
TP53	WWOX	997
TPI1	ALDOA	989
TPI1	FH	952
TPI1	GOT2	971
TPI1	MDH2	917
TPI1	PGM1	985
TPI1	TKT	995
TPK1	ALPL	905
TPK1	TKT	934
TPM2	ACTN2	961
TPM2	NEB	900
TPM2	TNNT1	919
TPM3	TNNT1	924
TPM3	TPM2	964
TPO	DDC	914
TPO	TH	916
TPR	HNRNPC	944
TPR	MCM3AP	965
TPR	NUP62	938
TPRKB	GON7	996
TPRKB	LAGE3	998
TPRKB	TP53RK	999
TRAK1	CAMK2A	902
TRAK1	CAMK2B	905
TRAK1	KIF5C	934
TRAPPC10	GDI1	910
TRAPPC10	TRAPPC11	960
TRAPPC10	TRAPPC12	979
TRAPPC10	TRAPPC4	995
TRAPPC10	TRAPPC6B	981
TRAPPC10	TRAPPC9	999
TRAPPC11	GDI1	900
TRAPPC11	TRAPPC4	959
TRAPPC11	TRAPPC9	968
TRAPPC12	GDI1	902
TRAPPC12	TRAPPC11	994
TRAPPC12	TRAPPC4	994
TRAPPC12	TRAPPC6B	986
TRAPPC12	TRAPPC9	986
TRAPPC6B	GDI1	911
TRAPPC6B	TRAPPC11	967
TRAPPC6B	TRAPPC4	996
TRAPPC6B	TRAPPC9	993
TRAPPC9	GDI1	914
TRAPPC9	TRAPPC4	997
TREM2	HSPD1	975
TRIO	DCC	951
TRIO	GNB1	902
TRIO	RAC1	990
TRIP13	BUB1B	953
TRIP13	KIF11	908
TRIP4	ASCC1	977
TRIP4	ASCC3	993
TRMT10C	PRORP	996
TRMT5	TRMT10A	912
TRMU	GTPBP3	993
TRMU	MTO1	997
TRRAP	ATXN7	997
TRRAP	TAF2	942
TRRAP	TAF6	998
TRRAP	TTI1	938
TSEN15	CLP1	979
TSEN15	TSEN34	999
TSEN2	CLP1	973
TSEN2	TSEN15	998
TSEN2	TSEN34	999
TSEN2	TSEN54	999
TSEN34	CLP1	930
TSEN54	CLP1	942
TSEN54	TSEN15	999
TSEN54	TSEN34	998
TSFM	GFM1	934
TSFM	MRPS16	923
TSFM	TUFM	999
TSHB	POU1F1	906
TSHB	TSHR	986
TSPOAP1	CASK	912
TTC5	ATM	913
TTC5	CHEK2	915
TTC5	EP300	991
TTC5	TP53	922
TTN	NEB	999
TTR	APP	943
TTR	STRA6	960
TUBA1A	DYNC1H1	978
TUBA1A	KIF1A	915
TUBA1A	KIF5C	938
TUBA1A	MAPT	958
TUBA1A	SPAST	947
TUBA1A	SVBP	983
TUBA1A	TBCE	901
TUBA1A	TUBA8	903
TUBA1A	TUBB	973
TUBA1A	TUBB2A	998
TUBA1A	TUBB3	993
TUBA1A	TUBB4B	968
TUBA8	SPAST	916
TUBB	MAPT	946
TUBB	TUBB4B	981
TUBB2A	SPAST	909
TUBB2B	CHMP2B	901
TUBB2B	DYNC1H1	979
TUBB2B	KIF11	923
TUBB2B	KIF1A	900
TUBB2B	KIF2A	909
TUBB2B	KIF5A	900
TUBB2B	KIF5C	949
TUBB2B	MAPT	938
TUBB2B	SPAST	918
TUBB2B	SVBP	900
TUBB2B	TUBA1A	986
TUBB2B	TUBB2A	902
TUBB3	MAPT	987
TUBB4A	MAPT	933
TUBB4A	SPAST	917
TUBB4A	SVBP	906
TUBB4B	SPAST	909
TUBB4B	SVBP	900
TUBG1	TUBGCP2	999
TUBG1	TUBGCP4	998
TUBGCP4	TUBGCP2	996
TUBGCP6	TUBG1	999
TUBGCP6	TUBGCP2	999
TUBGCP6	TUBGCP4	999
TUFM	ATP5F1A	928
TUFM	GFM1	981
TUFM	MRPL12	913
TUFM	MRPS16	967
TUFM	RPS20	944
TWNK	POLG2	947
TYROBP	CSF1R	995
TYROBP	TREM2	999
U2AF2	CDC40	958
U2AF2	HNRNPA1	956
U2AF2	HNRNPC	977
U2AF2	HNRNPH1	983
U2AF2	HNRNPK	986
U2AF2	MATR3	932
U2AF2	PUF60	944
UBA1	ATG7	956
UBA1	GAN	903
UBA1	UBA5	924
UBA5	UFC1	998
UBA5	UFM1	999
UBAP1	ARL13B	900
UBAP1	PARK7	902
UBAP1	SNF8	944
UBAP1	VPS37A	998
UBAP1	VPS37D	966
UBAP2L	BAP1	900
UBAP2L	PCGF2	900
UBE3A	CTBP1	905
UBE3A	CTNNB1	944
UBE3A	DKC1	903
UBE3A	HERC2	913
UBE3A	PSMC1	905
UBE3A	SIN3A	925
UBE3A	TERT	931
UBE3A	TP53	999
UBE4B	NMNAT1	922
UBE4B	VCP	999
UBQLN2	CLTC	946
UBQLN2	CLTCL1	906
UBQLN2	REPS1	906
UBQLN2	VCP	915
UBR1	TRIP12	957
UBTF	CHD3	939
UBTF	CHD4	984
UBTF	GATAD2B	906
UCHL1	SNCA	984
UFC1	UFM1	997
UFD1	AMFR	921
UFD1	PLAA	975
UFD1	VCP	999
UFSP2	UBA5	916
UFSP2	UFM1	997
UGDH	GALE	985
UGDH	GALT	929
UGDH	UGP2	974
UGP2	GALE	990
UGP2	GALT	994
UGP2	PGM1	991
UGT1A1	SLC35A2	937
UPB1	ABAT	941
UPB1	ACSF3	903
UPB1	ALDH3A2	912
UPB1	ALDH7A1	906
UPB1	DPYD	986
UPB1	GAD1	908
UPF3B	GLE1	920
UQCRC1	ATP5F1A	978
UQCRC1	ATP5F1D	992
UQCRC1	COX4I1	978
UQCRC1	COX5A	997
UQCRC1	COX6A2	938
UQCRC1	COX6B1	940
UQCRC1	DLD	924
UQCRC1	MDH2	957
UQCRC1	MT-ND1	914
UQCRC1	MT-ND2	901
UQCRC1	MT-ND4	902
UQCRC1	MT-ND5	906
UQCRC1	MT-ND6	902
UQCRC1	NDUFA10	983
UQCRC1	NDUFA11	974
UQCRC1	NDUFA12	993
UQCRC1	NDUFA13	949
UQCRC1	NDUFA2	930
UQCRC1	NDUFA6	960
UQCRC1	NDUFA8	979
UQCRC1	NDUFA9	995
UQCRC1	NDUFB10	973
UQCRC1	NDUFB3	929
UQCRC1	NDUFB8	962
UQCRC1	NDUFB9	995
UQCRC1	NDUFC2	936
UQCRC1	NDUFS1	993
UQCRC1	NDUFS2	994
UQCRC1	NDUFS3	987
UQCRC1	NDUFS4	974
UQCRC1	NDUFS6	964
UQCRC1	NDUFS7	995
UQCRC1	NDUFS8	992
UQCRC1	NDUFV1	997
UQCRC1	NDUFV2	983
UQCRC1	PMPCA	938
UQCRC1	SDHA	977
UQCRC1	SDHB	930
UQCRC1	TUFM	919
UQCRC1	UQCRFS1	999
UQCRC1	UQCRQ	999
UQCRFS1	ATP5F1A	975
UQCRFS1	BCS1L	970
UQCRFS1	COA6	934
UQCRFS1	COX4I1	987
UQCRFS1	COX5A	999
UQCRFS1	LYRM7	982
UQCRFS1	MDH1	936
UQCRFS1	MDH2	942
UQCRFS1	MT-ND1	913
UQCRFS1	MT-ND2	918
UQCRFS1	MT-ND3	909
UQCRFS1	MT-ND4	919
UQCRFS1	MT-ND5	913
UQCRFS1	NDUFA11	989
UQCRFS1	NDUFA12	999
UQCRFS1	NDUFA13	996
UQCRFS1	NDUFA4	983
UQCRFS1	NDUFA6	988
UQCRFS1	NDUFA8	999
UQCRFS1	NDUFS1	998
UQCRFS1	NDUFS2	996
UQCRFS1	NDUFS8	978
UQCRFS1	NDUFV1	999
UQCRFS1	NDUFV2	993
UQCRFS1	SDHB	987
UQCRFS1	SDHD	928
UQCRFS1	SUCLG1	931
UQCRFS1	UQCRQ	999
UQCRQ	BCS1L	945
UQCRQ	COX4I1	980
UQCRQ	NDUFA11	993
UQCRQ	NDUFA13	991
UQCRQ	NDUFA6	997
UQCRQ	NDUFS1	931
USP18	EIF2AK2	967
USP7	DNMT1	999
USP7	HID1	934
USP7	PTEN	980
USP7	TRIP12	936
USP9X	CTNNB1	961
USP9X	DCX	918
USP9X	SMAD4	945
VAMP2	ALDH3A2	901
VAMP2	CACNA2D2	917
VAMP2	CASK	905
VAMP2	CYB5A	914
VAMP2	EMD	909
VAMP2	GNAI1	904
VAMP2	INS	971
VAMP2	PRKCZ	922
VAMP2	RAB3GAP2	910
VAMP2	SNCA	994
VAMP2	STXBP1	997
VARS1	CARS1	936
VARS1	GARS1	919
VARS1	LARS1	988
VCP	ATXN3	999
VCP	OPTN	906
VCP	PLAA	999
VCP	PRKN	937
VCP	UBE4A	998
VLDLR	PAFAH1B1	977
VLDLR	RELN	999
VMA12	ATP5F1A	900
VMA12	ATP6AP1	908
VMA12	ATP6AP2	976
VMA12	ATP6V0A2	938
VMA12	MT-ATP6	904
VMA12	MT-ATP8	901
VPS33A	VIPAS39	953
