from	to	score
HEXB	NAGA	958
HEXA	NAGA	963
YWHAE	USP8	906
LRP5	USP8	901
GRIN2D	GRIN2A	911
GRIA2	GRIN2A	950
CAMK2G	GRIN2A	917
ERBB4	GRIN2A	957
DAB1	GRIN2A	917
GRIN1	GRIN2A	999
DLG3	GRIN2A	995
NANS	GNE	991
GLUL	ABAT	950
ALDH5A1	ABAT	996
UPB1	ABAT	941
ALDH3A2	ABAT	929
GAD1	ABAT	974
SMARCB1	BICRA	952
BRD4	BICRA	909
SMARCA2	BICRA	950
SMARCC2	BICRA	939
ARID1A	BICRA	943
SMARCE1	BICRA	945
ARID1B	BICRA	940
SMARCD1	BICRA	985
TP53	SNAI2	957
KIT	SNAI2	954
CTBP1	SNAI2	985
EZH2	SNAI2	947
SIN3A	SNAI2	939
EGR2	SOX10	987
PRX	SOX10	951
PAX3	SOX10	996
MAG	SOX10	968
CREBBP	KAT6A	914
EP300	KAT6A	981
TP53	KAT6A	961
KAT6B	KAT6A	923
CHD4	KAT6A	923
GATAD2B	KAT6A	902
CHD3	KAT6A	922
BRPF1	KAT6A	999
MOCS1	MOCS2	998
DYNC1H1	DYNC1I2	999
BICD2	DYNC1I2	903
RAB3GAP2	DYNC1I2	902
DCTN1	DYNC1I2	998
AR	DYNC1I2	903
CSNK2A1	PAFAH1B1	930
YWHAE	PAFAH1B1	955
DCX	PAFAH1B1	908
RAC1	PAFAH1B1	930
DYNC1H1	PAFAH1B1	999
BICD2	PAFAH1B1	958
DCTN1	PAFAH1B1	999
DAB1	PAFAH1B1	984
VLDLR	PAFAH1B1	977
NDE1	PAFAH1B1	999
DYNC1I2	PAFAH1B1	939
STX1A	INS	948
GCK	INS	934
SNAP25	INS	944
PIK3CA	INS	966
CBL	INS	958
PPARGC1A	INS	979
CACNA1C	INS	936
KIT	INS	915
CACNA1D	INS	934
INSR	INS	999
VAMP2	INS	971
PPP2R1A	INS	909
PTPN11	INS	949
GNAI1	INS	900
STXBP1	INS	938
PRKCZ	INS	959
CLTRN	INS	943
PTPA	INS	916
PDX1	INS	977
RAB27A	INS	965
UFD1	PLAA	975
VCP	PLAA	999
B9D2	TCTN1	989
TMEM231	TCTN1	956
B9D1	TCTN1	977
TCTN2	TCTN1	915
AHI1	TCTN1	955
MKS1	TCTN1	979
POLR3B	NFIX	900
POLR3GL	NFIX	900
POLR3A	NFIX	900
POLR1C	NFIX	900
PIGB	ALG3	915
ALG8	ALG3	921
DPM2	ALG3	945
ALG12	ALG3	987
ALG6	ALG3	985
DPM1	ALG3	981
THOC2	MCM3AP	908
RANBP2	MCM3AP	931
TPR	MCM3AP	965
SC5D	LSS	992
DHCR7	LSS	967
NSDHL	LSS	998
DHCR24	LSS	979
MED17	MED13	995
MED13L	MED13	935
MED27	MED13	992
MED11	MED13	966
MED25	MED13	938
MED23	MED13	985
CDK19	MED13	998
MED12	MED13	999
CDK8	MED13	999
VPS4A	CHMP1A	999
CHMP2B	CHMP1A	983
STAMBP	CHMP1A	992
MYOD1	TCF4	932
ASCL1	TCF4	938
CTNNB1	TCF4	999
CLCN6	CAMK2A	900
KRAS	CAMK2A	908
HDAC4	CAMK2A	906
GRIA4	CAMK2A	964
GRIA2	CAMK2A	969
CAMK2G	CAMK2A	960
TRAK1	CAMK2A	902
EPB41L1	CAMK2A	909
MAPT	CAMK2A	983
MEF2C	CAMK2A	932
ATG7	CAMK2A	904
AGK	CAMK2A	900
FXR1	CAMK2A	934
GRM1	CAMK2A	923
LMNA	CAMK2A	900
MAP3K7	CAMK2A	903
NRAS	CAMK2A	903
GRIN1	CAMK2A	951
CAMK2B	CAMK2A	996
GRIN2A	CAMK2A	919
FGF8	FGFRL1	947
PFN1	DIAPH1	962
ACTA1	DIAPH1	915
UQCRC1	ATP5F1A	978
DLD	ATP5F1A	924
ATP5F1D	ATP5F1A	999
ACO2	ATP5F1A	986
OGDH	ATP5F1A	907
SLC25A3	ATP5F1A	957
ATP5F1E	ATP5F1A	999
PMPCB	ATP5F1A	943
NDUFS3	ATP5F1A	922
SDHA	ATP5F1A	953
NDUFA9	ATP5F1A	932
SLC25A4	ATP5F1A	983
ATP5MC3	ATP5F1A	995
ATP5PO	ATP5F1A	999
VMA12	ATP5F1A	900
UQCRFS1	ATP5F1A	975
COX5A	ATP5F1A	944
YME1L1	ATP5F1A	906
TIMM22	ATP5F1A	906
TUFM	ATP5F1A	928
NDUFV1	ATP5F1A	905
MDH2	ATP5F1A	964
TOMM7	ATP5F1A	912
MT-ATP6	ATP5F1A	999
MT-ATP8	ATP5F1A	990
FH	ATP5F1A	913
NDUFS2	ATP5F1A	979
SDHB	ATP5F1A	925
HSPD1	ATP5F1A	969
SUCLG1	ATP5F1A	930
MCCC1	HLCS	994
MCCC2	HLCS	962
PCCA	HLCS	991
PC	HLCS	995
RALA	MYO5A	934
EXOC2	MYO5A	954
MYH2	MYO5A	932
EXOC8	MYO5A	946
RAB27A	MYO5A	999
INS	MYO5A	925
KDM4B	JMJD1C	916
RB1	KDM5A	939
RBPJ	KDM5A	909
IFT81	WDR19	929
IFT172	WDR19	970
TBK1	DDX3X	998
TAF4	CHD8	908
KANSL1	CHD8	925
BRD4	CHD8	959
CTCF	CHD8	993
TP53	CHD8	929
HCFC1	CHD8	944
CTNNB1	CHD8	996
RNF2	CHD8	921
RPGRIP1L	RPGRIP1	951
ERCC1	KDM1A	904
MSH2	KDM1A	923
MSH6	KDM1A	937
SETD1A	KDM1A	905
ERCC8	KDM1A	900
TP53	KDM1A	989
PRDM16	KDM1A	971
NOTCH1	KDM1A	948
ATM	KDM1A	932
XPC	KDM1A	900
CTBP1	KDM1A	999
ERCC4	KDM1A	901
SUZ12	KDM1A	919
EZH2	KDM1A	990
RBPJ	KDM1A	980
ERCC5	KDM1A	902
CHD4	KDM1A	959
DNMT1	KDM1A	974
RNF2	KDM1A	965
AR	KDM1A	998
SPEN	KDM1A	916
KDM6A	KDM1A	901
CHD3	KDM1A	909
SNAI2	KDM1A	994
EFNB1	CDC42	941
LAMB1	CDC42	906
RAP1B	CDC42	965
DOCK7	CDC42	985
ARHGEF9	CDC42	991
APC	CDC42	981
GNAO1	CDC42	951
PIK3CA	CDC42	954
CBL	CDC42	992
CDH2	CDC42	967
DOCK11	CDC42	976
NTRK2	CDC42	942
PAK1	CDC42	999
TIAM1	CDC42	992
DOCK6	CDC42	966
LRRK2	CDC42	978
LIMK1	CDC42	928
GNAI1	CDC42	942
CTNNB1	CDC42	995
RAC1	CDC42	906
ACTB	CDC42	953
PAK3	CDC42	998
MTOR	CDC42	958
DMD	CDC42	924
ACTA1	CDC42	954
FLNA	CDC42	917
GNAI3	CDC42	946
OCRL	CDC42	944
MUSK	CDC42	932
PRKCZ	CDC42	998
AGRN	CDC42	928
EDN1	CDC42	930
LAMA1	CDC42	906
WASF1	CDC42	933
PAFAH1B1	CDC42	957
TGFB1	NEDD4L	907
TGFB3	NEDD4L	907
YWHAE	NEDD4L	913
TGFBR2	NEDD4L	912
DLG3	NBEA	991
ITGA3	JAM2	907
ITGB6	JAM2	904
JAM3	JAM2	996
MTRR	MMACHC	948
MTR	MMACHC	951
LMBRD1	MMACHC	941
ZNF462	ASXL2	910
DDB2	CUL4B	997
YY1	CUL4B	908
ERCC8	CUL4B	979
DDB1	CUL4B	999
ACTB	CUL4B	920
TGFB1	LRRC32	913
OTC	ACY1	948
ASPA	ACY1	922
ARG1	ACY1	916
PCYT1A	CHKB	970
CHAT	CHKB	902
MAG	ADGRV1	920
CDH2	CTNNA2	936
CTNNB1	CTNNA2	999
ASPM	WDR62	969
STIL	WDR62	919
TP53	FBXO11	946
PYCR2	PYCR1	977
ALDH18A1	PYCR1	987
TUBB2B	KIF2A	909
SYT1	NRXN1	942
CASK	NRXN1	929
FKTN	CRPPA	990
ODC1	SMS	903
MAPK1	PRKAR1B	924
MLC1	PRKAR1B	904
MLXIPL	PRKAR1B	902
EDN1	PRKAR1B	900
INS	CPE	963
CTBP1	FOXP2	979
CNTNAP2	FOXP2	918
HMBS	ALAD	997
GALC	SMPD4	929
SMPD1	SMPD4	937
SLC3A1	PREPL	916
PPM1B	PREPL	912
CAMKMT	PREPL	916
DPM2	DPAGT1	949
ALG14	DPAGT1	996
DPM1	DPAGT1	987
DOLK	DPAGT1	976
ALG13	DPAGT1	999
CA8	WDR81	911
H4C5	SETD2	984
NIPBL	SETD2	935
BPTF	SETD2	970
HTT	SETD2	994
KIF11	NCAPG2	948
ASPM	NCAPG2	910
UPB1	ALDH7A1	906
AASS	ALDH7A1	972
ABAT	ALDH7A1	986
LIAS	NFU1	950
ISCU	NFU1	995
GLRX5	NFU1	984
BOLA3	NFU1	956
IBA57	NFU1	959
EPM2A	NFU1	901
NFS1	NFU1	964
ISCA1	NFU1	972
VCP	UBE4A	998
EPB41L1	SLC12A5	954
NARS1	TARS1	948
AARS1	TARS1	920
MARS1	TARS1	951
KARS1	TARS1	933
IARS2	TARS1	921
EPRS1	TARS1	964
PARS2	TARS1	900
YARS1	TARS1	959
IARS1	TARS1	977
GARS1	TARS1	980
LARS1	TARS1	944
MAPK1	SOS1	970
RRAS	SOS1	969
KRAS	SOS1	998
LRPPRC	SOS1	903
PDGFRB	SOS1	945
MAP2K2	SOS1	976
PIK3CA	SOS1	945
CBL	SOS1	978
NTRK2	SOS1	914
KIT	SOS1	919
MAP2K1	SOS1	976
INSR	SOS1	928
PDGFB	SOS1	907
PRKD1	SOS1	909
FGFR3	SOS1	938
SMPD1	SOS1	900
PTPN11	SOS1	999
ERBB4	SOS1	950
GNAI1	SOS1	919
RET	SOS1	947
RAC1	SOS1	967
PIK3CG	SOS1	937
MTOR	SOS1	927
NRAS	SOS1	982
PTEN	SOS1	940
PRKCZ	SOS1	910
INS	SOS1	935
EIF4A2	PARN	934
ITGA3	LAMB2	934
LAMB1	LAMB2	918
CHRNA1	LAMB2	908
PAK1	LAMB2	902
RAPSN	LAMB2	926
RAC1	LAMB2	904
PAK3	LAMB2	902
DMD	LAMB2	916
ACTA1	LAMB2	900
AGRN	LAMB2	926
PRNP	LAMB2	902
LAMA1	LAMB2	942
CDC42	LAMB2	910
TIMM8A	SLC25A12	933
KLHL40	KBTBD13	914
MTRR	MMADHC	960
MMUT	MMADHC	919
MMAA	MMADHC	941
MTR	MMADHC	965
LMBRD1	MMADHC	955
MMACHC	MMADHC	992
MAP2K2	DCC	942
PAK1	DCC	912
MAP2K1	DCC	939
TRIO	DCC	951
RAC1	DCC	927
CDC42	DCC	945
UQCRC1	NDUFA11	974
NDUFS7	NDUFA11	999
NDUFB3	NDUFA11	999
NDUFA2	NDUFA11	999
NDUFA10	NDUFA11	999
NDUFAF1	NDUFA11	952
NDUFS3	NDUFA11	999
NDUFA9	NDUFA11	999
NDUFB10	NDUFA11	998
NDUFS6	NDUFA11	999
NDUFB11	NDUFA11	999
NDUFB9	NDUFA11	999
NDUFC2	NDUFA11	998
NDUFS4	NDUFA11	999
NDUFB8	NDUFA11	999
UQCRFS1	NDUFA11	989
NDUFS8	NDUFA11	999
COX5A	NDUFA11	911
NDUFV1	NDUFA11	999
NDUFV2	NDUFA11	999
NDUFA12	NDUFA11	999
NDUFA4	NDUFA11	954
MT-ND6	NDUFA11	954
MT-ND1	NDUFA11	997
MT-ND5	NDUFA11	998
MT-ND4	NDUFA11	998
MT-ND2	NDUFA11	995
MT-ND3	NDUFA11	990
NDUFS2	NDUFA11	999
NDUFA1	NDUFA11	994
NDUFA8	NDUFA11	999
UQCRQ	NDUFA11	993
ALDH3A2	GLYCTK	903
ALDH7A1	GLYCTK	912
EED	UBAP2L	903
SUZ12	UBAP2L	908
EZH2	UBAP2L	900
RNF2	UBAP2L	900
ASXL1	UBAP2L	900
B9D2	TMEM67	970
TMEM231	TMEM67	973
B9D1	TMEM67	977
TCTN2	TMEM67	979
NPHP1	TMEM67	935
SYNE2	TMEM67	951
AHI1	TMEM67	985
RPGRIP1L	TMEM67	960
MKS1	TMEM67	992
TCTN1	TMEM67	972
SOX10	HERC1	941
ACO2	IDH1	978
OGDH	IDH1	970
DAO	IDH1	902
GOT2	IDH1	957
MLYCD	IDH1	910
ACOX1	IDH1	934
CRAT	IDH1	916
IDH2	IDH1	936
GNPAT	IDH1	908
HMGCL	IDH1	929
MPV17	IDH1	902
AMACR	IDH1	913
THOC2	GLI2	932
IFT172	GLI2	951
PSMC1	GLI2	903
PSMB1	GLI2	902
FBXW11	GLI2	929
SHH	GLI2	997
MAP2K1	GLI2	921
PTCH1	GLI2	976
OFD1	GLI2	926
PSMD12	GLI2	900
SUFU	GLI2	999
RPGRIP1L	GLI2	935
CDON	GLI2	969
MKS1	GLI2	922
SPOP	GLI2	997
KIF7	GLI2	966
NALCN	UNC80	997
TPI1	TKT	995
RPIA	TKT	997
PDHB	TKT	926
TPK1	TKT	934
FH	TKT	917
PRPS1	TKT	948
ALDOA	TKT	974
PEX16	PEX5	939
PEX1	PEX5	986
ATM	PEX5	989
PEX10	PEX5	996
ACOX1	PEX5	949
PEX13	PEX5	999
PEX6	PEX5	994
PEX7	PEX5	999
PEX26	PEX5	970
PEX14	PEX5	999
PEX2	PEX5	988
GNPAT	PEX5	927
PEX3	PEX5	960
PEX19	PEX5	963
PEX11B	PEX5	906
CTCF	IGF2	928
INSR	IGF2	959
PLG	IGF2	929
CTNNB1	IGF2	959
GPC3	IGF2	990
INS	IGF2	983
SOX2	CHD7	995
AP2M1	REPS1	936
UBQLN2	REPS1	906
ITGA3	RELN	963
APOE	RELN	988
PIK3CA	RELN	914
APP	RELN	963
ARHGEF2	RELN	900
DAB1	RELN	992
VLDLR	RELN	999
GRIN2A	RELN	958
PAFAH1B1	RELN	982
UQCRC1	NDUFS1	993
DLD	NDUFS1	964
ACO2	NDUFS1	903
NDUFS7	NDUFS1	999
NDUFB3	NDUFS1	996
COX6B1	NDUFS1	901
PMPCB	NDUFS1	913
NDUFA2	NDUFS1	999
NDUFA10	NDUFS1	999
NDUFAF1	NDUFS1	996
NDUFS3	NDUFS1	999
SDHA	NDUFS1	986
NDUFA9	NDUFS1	999
NDUFB10	NDUFS1	999
NDUFS6	NDUFS1	999
NDUFB11	NDUFS1	997
NDUFB9	NDUFS1	999
NDUFC2	NDUFS1	997
NDUFS4	NDUFS1	999
NDUFB8	NDUFS1	998
UQCRFS1	NDUFS1	998
NDUFS8	NDUFS1	999
COX5A	NDUFS1	936
NDUFV1	NDUFS1	999
NDUFV2	NDUFS1	999
NDUFA12	NDUFS1	999
NDUFA4	NDUFS1	968
MT-ND6	NDUFS1	984
MT-ND1	NDUFS1	999
MT-ND5	NDUFS1	998
MT-ND4	NDUFS1	998
MT-ND2	NDUFS1	998
MT-ND3	NDUFS1	998
NDUFS2	NDUFS1	999
NDUFA1	NDUFS1	994
NDUFA8	NDUFS1	999
SDHB	NDUFS1	971
SUCLA2	NDUFS1	934
UQCRQ	NDUFS1	931
NDUFA11	NDUFS1	998
GABRB2	GABRA1	971
GABRB1	GABRA1	935
GABRB3	GABRA1	991
GABRA5	GABRA1	933
DNM1	GABRA1	936
MAPK1	FGFR1	923
KRAS	FGFR1	979
ANOS1	FGFR1	997
PIK3CA	FGFR1	945
CDH2	FGFR1	994
FGF8	FGFR1	999
FGF13	FGFR1	991
CTNNB1	FGFR1	990
FGF17	FGFR1	903
NRAS	FGFR1	964
FLRT3	FGFR1	915
SOS1	FGFR1	938
TUBB2B	KIF5C	949
RANBP2	KIF5C	911
GRIA2	KIF5C	915
TUBA1A	KIF5C	938
TRAK1	KIF5C	934
INS	KIF5C	903
IFT81	IFT27	992
IFT172	IFT27	967
WDR19	IFT27	959
BMP4	AHSG	916
BMPR1A	AHSG	903
BMP2	AHSG	940
RIN2	GDI1	902
ALS2	GDI1	908
YWHAE	GDI1	925
TRAPPC10	GDI1	910
MADD	GDI1	916
TRAPPC12	GDI1	902
DENND5A	GDI1	903
TRAPPC6B	GDI1	911
RAB11B	GDI1	959
TRAPPC11	GDI1	900
RAB3GAP2	GDI1	912
TRAPPC9	GDI1	914
BUB1B	ANAPC7	995
RNF2	ANAPC7	900
FZR1	ANAPC7	999
MECR	PPT1	925
EIF2S3	EIF2B4	996
EIF2B2	EIF2B4	999
MARS1	EARS2	942
NARS2	EARS2	926
MARS2	EARS2	955
YARS2	EARS2	918
DARS2	EARS2	930
IARS2	EARS2	929
RARS2	EARS2	943
PARS2	EARS2	975
YARS1	EARS2	952
MANBA	MAN2B1	940
SLC2A3	MECP2	909
AGO2	MECP2	925
DGCR8	MECP2	979
DNMT3A	MECP2	909
GRIA2	MECP2	937
CAMK2G	MECP2	906
SOX2	MECP2	919
LBR	MECP2	976
MEF2C	MECP2	938
HTT	MECP2	975
GAD1	MECP2	958
DNMT1	MECP2	993
DLL1	MECP2	904
AGO1	MECP2	911
ATRX	MECP2	993
CDKL5	MECP2	933
SIN3A	MECP2	999
CAMK2B	MECP2	902
GRIN2A	MECP2	944
CAMK2A	MECP2	928
ACTL6B	SMARCA4	982
SUPT16H	SMARCA4	981
H4C5	SMARCA4	946
MYOD1	SMARCA4	943
H3-3A	SMARCA4	934
KDM6B	SMARCA4	918
CREBBP	SMARCA4	988
SMARCB1	SMARCA4	999
EP300	SMARCA4	977
BRD4	SMARCA4	946
DNMT3A	SMARCA4	930
SMARCA2	SMARCA4	987
SMARCC2	SMARCA4	999
RB1	SMARCA4	993
TP53	SMARCA4	997
MITF	SMARCA4	923
BPTF	SMARCA4	917
TERT	SMARCA4	999
ARID1A	SMARCA4	999
SMARCE1	SMARCA4	999
ARID2	SMARCA4	999
BAZ1B	SMARCA4	986
CTNNB1	SMARCA4	999
ARID1B	SMARCA4	999
CHD4	SMARCA4	933
ACTB	SMARCA4	999
NF1	SMARCA4	965
KDM6A	SMARCA4	991
SIN3A	SMARCA4	980
SMARCD1	SMARCA4	999
ADNP	SMARCA4	905
BICRA	SMARCA4	961
SOX10	SMARCA4	988
MTFMT	DHFR	944
SPR	DHFR	972
ATIC	DHFR	982
QDPR	DHFR	970
SHMT2	DHFR	981
MTR	DHFR	977
TH	DHFR	917
HSPD1	DHFR	984
SCN3A	SCN4A	906
SCN2A	SCN4A	943
SCN1A	SCN1B	950
SCN2A	SCN1B	946
SCN4A	SCN1B	990
KARS1	GRIK2	928
EPB41L1	GRIK2	912
DLG3	GRIK2	913
SLC12A5	GRIK2	913
TSEN2	TSEN34	999
TSEN54	TSEN34	998
TSEN15	TSEN34	999
SNAP29	COG6	936
GOSR2	COG6	936
COG3	COG6	999
STX5	COG6	963
COG5	COG6	999
COG1	COG6	999
COG7	COG6	999
COG8	COG6	999
COG4	COG6	999
COG2	COG6	999
ERCC1	PHF21A	906
MSH2	PHF21A	907
MSH6	PHF21A	915
ERCC8	PHF21A	903
ATM	PHF21A	914
XPC	PHF21A	919
ERCC4	PHF21A	926
ERCC5	PHF21A	915
KDM1A	PHF21A	999
SMARCB1	KMT2B	903
EP300	KMT2B	924
AGO1	KMT2B	915
KDM6A	KMT2B	989
DHPS	DOHH	998
EIF5A	DOHH	998
DMD	SGCE	962
KIF5C	KLC2	973
MOGS	DDOST	974
STT3B	DDOST	999
SSR4	DDOST	962
STT3A	DDOST	999
CTNNB1	SATB1	946
TAF4	TAF6	999
KANSL1	TAF6	900
TP53	TAF6	971
ERCC3	TAF6	919
HCFC1	TAF6	912
GTF2E2	TAF6	958
TRRAP	TAF6	998
RNF2	TAF6	902
TAF8	TAF6	999
TAF2	TAF6	999
ERCC2	TAF6	904
TBP	TAF6	999
CHD8	TAF6	923
ITGA3	LAMA2	947
LAMB1	LAMA2	950
CHRNA1	LAMA2	913
PAK1	LAMA2	900
RAPSN	LAMA2	918
RAC1	LAMA2	912
PAK3	LAMA2	900
DMD	LAMA2	986
ACTA1	LAMA2	930
AGRN	LAMA2	936
PRNP	LAMA2	904
LAMA1	LAMA2	904
CDC42	LAMA2	908
LAMB2	LAMA2	942
EXOSC5	PNPT1	962
EXOSC3	PNPT1	955
EXOSC1	PNPT1	966
EXOSC9	PNPT1	960
EXOSC8	PNPT1	957
HLCS	BTD	985
TBR1	SATB2	937
RPS23	BUD23	921
COG3	VPS53	929
VPS51	VPS53	999
COG8	VPS53	909
VPS50	VPS53	999
COG4	VPS53	950
COG6	VPS53	930
AGO2	TNRC6B	990
KMT2C	TNRC6B	918
SETD1A	TNRC6B	901
EP300	TNRC6B	911
NOTCH3	TNRC6B	900
TP53	TNRC6B	909
NOTCH1	TNRC6B	903
KMT2D	TNRC6B	905
KMT2E	TNRC6B	926
SOX2	TNRC6B	900
PTEN	TNRC6B	919
AGO1	TNRC6B	975
SIN3A	TNRC6B	900
MECP2	TNRC6B	907
KMT2B	TNRC6B	907
TRMU	MTO1	997
GTPBP3	MTO1	998
PMM2	HK1	909
GLB1	HK1	900
MPI	HK1	959
GFPT1	HK1	937
PGM1	HK1	947
CHST14	ZNF469	921
OTC	CPS1	991
CAD	CPS1	904
NAGS	CPS1	935
GLUL	CPS1	962
GLS	CPS1	918
B9D2	CC2D2A	980
TMEM231	CC2D2A	951
B9D1	CC2D2A	992
TCTN2	CC2D2A	977
NPHP1	CC2D2A	903
AHI1	CC2D2A	990
RPGRIP1L	CC2D2A	937
MKS1	CC2D2A	985
TCTN1	CC2D2A	972
TMEM67	CC2D2A	991
MECP2	GAMT	923
GRIN1	SYNGAP1	917
DLG3	SYNGAP1	912
GOT2	DDC	912
SLC18A2	DDC	928
TPO	DDC	914
COMT	DDC	980
TH	DDC	992
DBH	DDC	987
SIX3	PAX6	957
EP300	PAX6	957
SOX2	PAX6	995
PDX1	PAX6	928
INS	PAX6	962
SMARCA4	PAX6	985
IFT81	IFT74	999
IFT172	IFT74	979
ARL13B	IFT74	929
WDR19	IFT74	924
IFT27	IFT74	977
EED	TBL1XR1	913
CPT1A	TBL1XR1	900
ACOX1	TBL1XR1	903
SUZ12	TBL1XR1	916
EZH2	TBL1XR1	928
CTNNB1	TBL1XR1	996
ACADM	TBL1XR1	906
CPT2	TBL1XR1	901
TCF4	TBL1XR1	939
MECP2	TBL1XR1	971
EP300	PBX1	968
NOTCH3	PBX1	924
SMAD4	PBX1	901
RBPJ	PBX1	925
IFT81	IFT140	983
IFT172	IFT140	983
WDR19	IFT140	999
IFT27	IFT140	985
IFT74	IFT140	963
ERCC1	POLD1	958
RFC2	POLD1	925
MLH1	POLD1	954
MSH2	POLD1	998
MSH6	POLD1	998
ERCC8	POLD1	933
PMS2	POLD1	957
POLG	POLD1	939
ATM	POLD1	955
XPC	POLD1	923
ERCC4	POLD1	968
POLE	POLD1	999
MRE11	POLD1	964
ERCC5	POLD1	961
DNA2	POLD1	928
REV3L	POLD1	973
RAD50	POLD1	949
POLA1	POLD1	990
BRCA2	POLD1	962
KDM1A	POLD1	916
PHF21A	POLD1	915
CTNNB1	TRPV4	919
AQP4	TRPV4	991
MLH1	PMS1	991
MSH2	PMS1	998
MSH6	PMS1	991
TAF4	TAF1	999
KANSL1	TAF1	900
EP300	TAF1	945
RB1	TAF1	984
TP53	TAF1	991
ERCC3	TAF1	921
HCFC1	TAF1	911
GTF2E2	TAF1	942
RNF2	TAF1	908
TAF8	TAF1	999
TAF2	TAF1	999
ERCC2	TAF1	903
TBP	TAF1	999
CHD8	TAF1	950
TAF6	TAF1	999
PLAAT3	PNPLA6	909
RALA	HRAS	955
EFNB1	HRAS	934
MAPK1	HRAS	985
SOS2	HRAS	989
RAF1	HRAS	999
RIN2	HRAS	936
KRAS	HRAS	989
PDGFRB	HRAS	964
GNAO1	HRAS	941
MAP2K2	HRAS	978
GRIN2D	HRAS	927
SPTBN4	HRAS	905
PRKCG	HRAS	912
PIK3CA	HRAS	999
YWHAE	HRAS	942
TP53	HRAS	938
ERLIN2	HRAS	900
NTRK2	HRAS	947
PAK1	HRAS	946
CSF1R	HRAS	953
RASA2	HRAS	981
TIAM1	HRAS	972
KIT	HRAS	981
BRAF	HRAS	999
SPRED1	HRAS	960
MAP2K1	HRAS	991
INSR	HRAS	953
YWHAG	HRAS	940
CAMK2G	HRAS	910
FGF8	HRAS	939
PPP2R1A	HRAS	952
PDGFB	HRAS	955
FGFR3	HRAS	982
PTPN11	HRAS	991
ERBB4	HRAS	982
GNAI1	HRAS	941
SPRY4	HRAS	949
RET	HRAS	984
RAC1	HRAS	936
SPRED2	HRAS	943
SPTBN1	HRAS	925
ZDHHC9	HRAS	966
NF1	HRAS	999
PIK3CG	HRAS	998
FGF17	HRAS	908
PAK3	HRAS	930
SHOC2	HRAS	997
NRAS	HRAS	987
GNAI3	HRAS	938
GRIN1	HRAS	938
PTEN	HRAS	928
SPTAN1	HRAS	922
DLG3	HRAS	941
AR	HRAS	955
PIK3CD	HRAS	975
EDN1	HRAS	930
PTPA	HRAS	928
CAMK2B	HRAS	911
INS	HRAS	964
CAMK2A	HRAS	910
SOS1	HRAS	999
FGFR1	HRAS	981
SYNGAP1	HRAS	958
MPI	FBP1	941
ALDOA	FBP1	971
TKT	FBP1	962
HK1	FBP1	959
AGO1	TRIM32	964
TUBB2B	KIF5A	900
GRIA2	KIF5A	958
DCTN1	KIF5A	921
INS	KIF5A	901
KIF5C	KIF5A	975
KLC2	KIF5A	990
PIK3CA	GDNF	904
PTPN11	GDNF	914
CTNNB1	GDNF	940
RET	GDNF	999
SOS1	GDNF	901
HRAS	GDNF	923
EFNB1	SYNJ1	908
AP2M1	SYNJ1	970
BIN1	SYNJ1	967
PTEN	SYNJ1	936
MINPP1	SYNJ1	921
DNM1	SYNJ1	986
PPP3CA	SYNJ1	929
ACO2	TOMM40	955
MTX2	TOMM40	946
APOE	TOMM40	923
SLC25A4	TOMM40	925
APP	TOMM40	985
TIMM22	TOMM40	984
TOMM7	TOMM40	999
TIMM8A	TOMM40	950
PINK1	TOMM40	993
HSPD1	TOMM40	969
ATP5F1A	TOMM40	905
GABRB2	GABRG2	909
GABRB3	GABRG2	929
GABRA1	GABRG2	987
PYGL	GBE1	994
PGM1	GBE1	932
ERLIN2	ERLIN1	975
DYNC1H1	RAB3GAP1	911
BICD2	RAB3GAP1	900
RAB3GAP2	RAB3GAP1	999
DCTN1	RAB3GAP1	905
GALNT2	RAB3GAP1	900
DYNC1I2	RAB3GAP1	903
GDI1	RAB3GAP1	932
B3GAT3	CSGALNACT1	956
ASNS	NAT8L	907
GOT2	NAT8L	927
ASPA	NAT8L	928
CAD	NAT8L	902
RPS23	RPL10	999
USP7	HID1	934
RBL2	CDKN1C	946
RB1	CDKN1C	963
LIMK1	CDKN1C	950
ACO2	BCS1L	923
COX10	BCS1L	900
SLC25A4	BCS1L	944
UQCRFS1	BCS1L	970
TIMM22	BCS1L	922
TOMM7	BCS1L	909
UQCRQ	BCS1L	945
HSPD1	BCS1L	927
ATP5F1A	BCS1L	944
TOMM40	BCS1L	927
PTEN	INPP5K	926
MINPP1	INPP5K	915
RAP1B	BDNF	907
KRAS	BDNF	935
KIDINS220	BDNF	948
PIK3CA	BDNF	911
STAT3	BDNF	951
CDH2	BDNF	939
TP53	BDNF	948
NTRK2	BDNF	999
PLG	BDNF	965
PTPN11	BDNF	926
CTNNB1	BDNF	966
RAC1	BDNF	926
RIT1	BDNF	904
NRAS	BDNF	910
SIN3A	BDNF	931
CDC42	BDNF	943
CPE	BDNF	984
SOS1	BDNF	911
MECP2	BDNF	988
HRAS	BDNF	941
GDNF	BDNF	950
PLXND1	MAMLD1	900
PBX1	MAMLD1	906
KLHL40	LMOD3	969
ELP1	ELP2	999
UGT1A1	SLC35A2	937
COG3	GOLGA2	915
STX5	GOLGA2	972
EIF2S3	EIF2B1	996
EIF2B2	EIF2B1	999
EIF2B4	EIF2B1	999
CNOT2	EIF4G1	931
EIF2S3	EIF4G1	993
EIF4H	EIF4G1	938
CASP2	EIF4G1	905
